SITE	COUNTRY	DATE	P_CLOVER	YIELD	PROTEIN	FIBRE
22	Norway	24/08/2004	88	3.23178392	3.13	26.95
22	Norway	24/08/2004	88	3.8490625	3.07	27.45
22	Norway	24/08/2004	0	0.297331639	3.03	25.46
22	Norway	24/08/2004	0	0.792669584	2.66	25.81
22	Norway	24/08/2004	0	4.53125	3.19	27.16
22	Norway	24/08/2004	0	1.802415211	3.95	24.17
23	Norway	02/07/2004	64	7.395993837	1.36	30.41
23	Norway	02/07/2004	64	4.758698092	1.54	26.52
23	Norway	02/07/2004	64	8.719016083	1.81	32.51
23	Norway	02/07/2004	64	6.979520627	1.68	32.54
23	Norway	02/07/2004	100	7.048198521	1.68	31.33
23	Norway	02/07/2004	88	7.57840617	1.21	33.07
23	Norway	02/07/2004	88	6.853062012	1.82	30.31
23	Norway	02/07/2004	88	8.591077649	1.44	32.02
23	Norway	02/07/2004	88	8.341810783	1.68	31.68
23	Norway	02/07/2004	88	6.682278163	1.76	26.91
23	Norway	02/07/2004	88	7.695355492	1.25	30.83
23	Norway	02/07/2004	0	7.120354165	1.25	31.27
23	Norway	02/07/2004	0	2.105934693	1.17	24.22
23	Norway	02/07/2004	0	7.2320867	2.73	29.01
23	Norway	02/07/2004	0	3.762441938	1.75	25.23
23	Norway	02/07/2004	64	7.38996139	1.45	30.85
23	Norway	02/07/2004	64	6.339887094	1.72	29.2
23	Norway	02/07/2004	64	8.431568432	2.17	29.46
23	Norway	02/07/2004	64	7.158469945	1.62	30.98
23	Norway	02/07/2004	100	7.808304372	1.64	31.31
23	Norway	02/07/2004	88	6.449780059	1.26	30.4
23	Norway	02/07/2004	88	7.206026105	1.4	31.84
23	Norway	02/07/2004	88	8.17116409	1.18	33.3
23	Norway	02/07/2004	88	7.565970262	1.75	31.6
23	Norway	02/07/2004	88	6.33431085	1.9	30.67
23	Norway	02/07/2004	88	7.704683196	1.76	30.57
23	Norway	02/07/2004	0	6.152052167	1.23	31.5
23	Norway	02/07/2004	0	4.035641587	1.18	25.15
23	Norway	02/07/2004	0	6.223546945	2.27	27.66
23	Norway	02/07/2004	0	3.544729593	2.47	25.24
23	Norway	25/08/2004	64	3.34901733	2.88	21.96
23	Norway	25/08/2004	64	4.366179275	3.13	29.24
23	Norway	25/08/2004	64	3.280002466	2.7	23.38
23	Norway	25/08/2004	100	4.511439178	2.77	25.33
23	Norway	25/08/2004	88	3.511339813	2.65	23.79
23	Norway	25/08/2004	88	4.132663317	3.04	25.12
23	Norway	25/08/2004	88	3.24357499	2.46	22.04
23	Norway	25/08/2004	88	4.412243494	3.14	27.94
23	Norway	25/08/2004	88	3.907752853	2.69	23.07
23	Norway	25/08/2004	88	2.930349021	1.67	19.22
23	Norway	25/08/2004	0	1.390031797	1.57	15.94
23	Norway	25/08/2004	0	1.148382703	1.65	22.57
23	Norway	25/08/2004	0	4.537867631	3.41	21.32
23	Norway	25/08/2004	0	2.828722003	3.19	22.18
23	Norway	25/08/2004	64	3.245454545	2.72	21.7
23	Norway	25/08/2004	64	3.634113759	2.24	24.97
23	Norway	25/08/2004	64	4.131992675	2.73	26.82
23	Norway	25/08/2004	64	3.629078768	2.5	24.7
23	Norway	25/08/2004	100	4.007798071	2.87	23.85
23	Norway	25/08/2004	88	3.476874003	2.66	21.89
23	Norway	25/08/2004	88	4.013541409	2.83	25.04
23	Norway	25/08/2004	88	3.282902013	2.72	22.81
23	Norway	25/08/2004	88	5.156264843	2.8	26.35
23	Norway	25/08/2004	88	4.05132592	2.82	24.93
23	Norway	25/08/2004	88	4.715316862	2.75	25.76
23	Norway	25/08/2004	0	1.579680966	1.5	17.07
23	Norway	25/08/2004	0	2.112658847	1.57	20.19
23	Norway	25/08/2004	0	2.406547224	2.98	24.9
24	Norway	13/06/2003	64	5.852	1.98	28.99
24	Norway	13/06/2003	64	5.283	1.81	31.91
24	Norway	13/06/2003	64	5.467	2.38	29.37
24	Norway	13/06/2003	64	4.614	2.37	26.47
24	Norway	13/06/2003	100	6.087	2.72	27.84
24	Norway	13/06/2003	0	5.145	1.39	29.8
24	Norway	13/06/2003	0	2.817	1.48	29.18
24	Norway	13/06/2003	0	5.807	3.12	26.55
24	Norway	13/06/2003	0	3.266	2.85	22.86
24	Norway	13/06/2003	64	6.475	1.37	32.16
24	Norway	13/06/2003	64	3.752	2.03	29.58
24	Norway	13/06/2003	64	6.102	2.73	27.58
24	Norway	13/06/2003	64	4.721	2.79	23.71
24	Norway	13/06/2003	100	4.713	2.41	26.7
24	Norway	13/06/2003	0	5.528	1.34	31.57
24	Norway	13/06/2003	0	3.939	1.32	32.55
24	Norway	13/06/2003	0	5.217	3.15	25.38
24	Norway	13/06/2003	0	3.363	3.15	23.26
24	Norway	23/07/2003	64	3.893	2.09	31.33
24	Norway	23/07/2003	64	4.012	1.74	33.43
24	Norway	23/07/2003	64	3.9	2.45	31.38
24	Norway	23/07/2003	64	3.716	2.17	32.84
24	Norway	23/07/2003	100	4.009	2.16	32.22
24	Norway	23/07/2003	0	3.091	1.59	28.83
24	Norway	23/07/2003	0	2.816	1.6	33.46
24	Norway	23/07/2003	0	3.648	3.24	29.05
24	Norway	23/07/2003	0	3.072	2.83	28.04
24	Norway	23/07/2003	64	3.998	1.88	32.27
24	Norway	23/07/2003	64	3.903	1.9	33.14
24	Norway	23/07/2003	64	3.491	2.41	29.65
24	Norway	23/07/2003	100	3.624	2.37	30.62
24	Norway	23/07/2003	0	3.426	1.41	32.48
24	Norway	23/07/2003	0	2.99	1.69	35.3
24	Norway	23/07/2003	0	3.57	3.43	25.67
24	Norway	23/07/2003	0	2.786	3.03	28.68
24	Norway	25/09/2003	64	2.322	3.03	25.77
24	Norway	25/09/2003	64	2.607	2.2	28.74
24	Norway	25/09/2003	64	2.65	3.02	25.56
24	Norway	25/09/2003	64	2.834	2.87	25.49
24	Norway	25/09/2003	100	3.033	2.81	27.09
24	Norway	25/09/2003	0	1.728	2.01	27.34
24	Norway	25/09/2003	0	2.564	1.88	29.71
24	Norway	25/09/2003	0	2.891	3.64	24.76
24	Norway	25/09/2003	0	2.122	3.9	21.86
24	Norway	25/09/2003	64	2.138	2.7	25.43
24	Norway	25/09/2003	64	2.609	1.88	29.4
24	Norway	25/09/2003	64	2.573	3.41	24.08
24	Norway	25/09/2003	64	2.835	2.93	26.07
24	Norway	25/09/2003	100	2.75	2.77	27
24	Norway	25/09/2003	0	1.799	2.02	26.03
24	Norway	25/09/2003	0	2.773	1.62	30.49
24	Norway	25/09/2003	0	2.831	3.64	23.6
24	Norway	25/09/2003	0	2.374	3.8	23.08
26	Poland	20/05/2004	64	5.585714286	2.21	26.65
26	Poland	20/05/2004	64	5.89	2.26	27.73
26	Poland	20/05/2004	64	5.440952381	2.23	26.67
26	Poland	20/05/2004	64	4.380952381	2.59	26.89
26	Poland	20/05/2004	100	4.546666667	2.11	26.71
26	Poland	20/05/2004	88	4.19047619	1.88	27.19
26	Poland	20/05/2004	88	4.5	2.08	26.62
26	Poland	20/05/2004	88	5.071428571	1.97	26.52
26	Poland	20/05/2004	88	4.778571429	2.21	27.12
26	Poland	20/05/2004	88	4.9	2.37	26.69
26	Poland	20/05/2004	88	5.224285714	2.61	26.69
26	Poland	20/05/2004	0	5.203333333	1.97	26.13
26	Poland	20/05/2004	0	5.316666667	2.78	29.62
26	Poland	20/05/2004	0	4.557142857	3.88	23.51
26	Poland	20/05/2004	0	3.588571429	3.44	23.92
26	Poland	20/05/2004	64	4.19047619	2.02	26.54
26	Poland	20/05/2004	64	5.071428571	2.19	27.96
26	Poland	20/05/2004	64	4.687142857	2.56	27.69
26	Poland	20/05/2004	64	5.664285714	2.85	26.37
26	Poland	20/05/2004	100	4.052380952	2.39	24.96
26	Poland	20/05/2004	88	5.316666667	2.08	27.59
26	Poland	20/05/2004	88	5.993333333	2.13	27.48
26	Poland	20/05/2004	88	5.1	2.05	27.82
26	Poland	20/05/2004	88	4.342857143	2.53	28.74
26	Poland	20/05/2004	88	5.421428571	2.3	28.22
26	Poland	20/05/2004	88	5.973809524	2.73	26.59
26	Poland	20/05/2004	0	5.357142857	1.93	25.97
26	Poland	20/05/2004	0	4.632857143	2.21	29.23
26	Poland	20/05/2004	0	4.530952381	3.45	24.9
26	Poland	20/05/2004	0	3.588095238	3.92	22.96
26	Poland	02/07/2004	64	3.64455	2.1	25.57
26	Poland	02/07/2004	64	2.95125	2.42	24.48
26	Poland	02/07/2004	64	2.3958	2.56	25.15
26	Poland	02/07/2004	64	1.81125	2.22	23.68
26	Poland	02/07/2004	100	2.7135	2.22	23.79
26	Poland	02/07/2004	88	3.0414	2.02	24.03
26	Poland	02/07/2004	88	2.9475	2.33	23.96
26	Poland	02/07/2004	88	2.795	1.99	22.36
26	Poland	02/07/2004	88	2.18075	2.3	22.69
26	Poland	02/07/2004	88	1.89	2.53	23.51
26	Poland	02/07/2004	88	2.2774	2.41	23.55
26	Poland	02/07/2004	0	2.139375	2.05	21.48
26	Poland	02/07/2004	0	1.83825	2.67	24.27
26	Poland	02/07/2004	0	0.806	3.33	24.04
26	Poland	02/07/2004	0	0.48975	2.87	25.94
26	Poland	02/07/2004	64	2.88435	1.85	22.3
26	Poland	02/07/2004	64	2.6176	2.2	24.91
26	Poland	02/07/2004	64	2.51635	2.49	24.69
26	Poland	02/07/2004	64	2.0956	2.37	25.2
26	Poland	02/07/2004	100	1.6989	2.31	23.12
26	Poland	02/07/2004	88	2.5075	1.84	24.96
26	Poland	02/07/2004	88	2.78385	2.36	24.89
26	Poland	02/07/2004	88	3.508575	2.01	25.47
26	Poland	02/07/2004	88	2.1033	2.55	24.55
26	Poland	02/07/2004	88	2.1398	2.04	27.07
26	Poland	02/07/2004	88	1.76945	2.47	24.88
26	Poland	02/07/2004	0	3.329275	2.21	23.22
26	Poland	02/07/2004	0	1.7145	2.48	24.95
26	Poland	02/07/2004	0	0.666	3.2	23.96
26	Poland	02/07/2004	0	0.399	2.87	23.99
26	Poland	26/08/2004	64	0.42112	3.47	22.62
26	Poland	26/08/2004	64	1.04186	3.84	22.57
26	Poland	26/08/2004	64	0.75825	4.03	21.61
26	Poland	26/08/2004	64	0.67683	3.09	21.78
26	Poland	26/08/2004	100	0.64288	3.19	20.88
26	Poland	26/08/2004	88	0.5916	2.54	21.4
26	Poland	26/08/2004	88	0.57334	3.58	20.63
26	Poland	26/08/2004	88	0.77292	3	20.24
26	Poland	26/08/2004	88	0.741	3.23	22.33
26	Poland	26/08/2004	88	0.64584	3.03	20.64
26	Poland	26/08/2004	88	0.6524	3.8	22.25
26	Poland	26/08/2004	0	0.63662	2.76	20.5
26	Poland	26/08/2004	0	0.4988	3.53	22.71
26	Poland	26/08/2004	0	0.3444	3.74	22.69
26	Poland	26/08/2004	0	0.3281	3.84	23.41
26	Poland	26/08/2004	64	0.46592	2.97	21.64
26	Poland	26/08/2004	64	0.58928	2.97	22.02
26	Poland	26/08/2004	64	0.63675	3.16	22.88
26	Poland	26/08/2004	64	0.81198	3.66	20.8
26	Poland	26/08/2004	100	0.60876	3.11	22.94
26	Poland	26/08/2004	88	0.6601	3.14	22.13
26	Poland	26/08/2004	88	0.35495	3.09	21.57
26	Poland	26/08/2004	88	0.5336	3.31	21.85
26	Poland	26/08/2004	88	0.82656	3.6	23.24
26	Poland	26/08/2004	88	0.63414	3.19	22.13
26	Poland	26/08/2004	88	0.59392	2.95	21.54
26	Poland	26/08/2004	0	0.74382	3.28	23.08
26	Poland	26/08/2004	0	0.72732	3.61	22.96
26	Poland	26/08/2004	0	0.511795556	3.95	25.39
26	Poland	26/08/2004	0	0.2523	4.06	22.26
26	Poland	12/10/2004	64	0.263830222	2.73	30.7
26	Poland	12/10/2004	64	0.47449	2.87	31.78
26	Poland	12/10/2004	64	0.271643556	3.03	31.48
26	Poland	12/10/2004	64	0.229152	2.82	30.2
26	Poland	12/10/2004	100	0.297279667	2.64	31.78
26	Poland	12/10/2004	88	0.29225	2.56	30.33
26	Poland	12/10/2004	88	0.373916889	2.63	30.09
26	Poland	12/10/2004	88	0.249604444	2.65	29.74
26	Poland	12/10/2004	88	0.289513778	2.71	32.06
26	Poland	12/10/2004	88	0.222561111	2.59	33.27
26	Poland	12/10/2004	88	0.246976	2.76	31.54
26	Poland	12/10/2004	0	0.28798	2.57	29.56
26	Poland	12/10/2004	0	0.33583	3.02	32.27
26	Poland	12/10/2004	0	0.232555556	3.15	29.5
26	Poland	12/10/2004	0	0.101443333	2.96	33.82
26	Poland	12/10/2004	64	0.207	2.75	30.28
26	Poland	12/10/2004	64	0.27209	2.79	31.3
26	Poland	12/10/2004	64	0.300328	3.04	30.98
26	Poland	12/10/2004	64	0.212574444	2.95	32.36
26	Poland	12/10/2004	100	0.209354222	2.85	32.71
26	Poland	12/10/2004	88	0.27938	2.28	32.9
26	Poland	12/10/2004	88	0.320101667	2.68	31.16
26	Poland	12/10/2004	88	0.240649667	2.57	33.06
26	Poland	12/10/2004	88	0.348128	2.89	33.15
26	Poland	12/10/2004	88	0.232105	2.63	31.75
26	Poland	12/10/2004	88	0.240746667	2.82	30.49
26	Poland	12/10/2004	0	0.24966	2.78	31.21
26	Poland	12/10/2004	0	0.21868	2.86	32.68
26	Poland	12/10/2004	0	0.213488667	2.99	31.57
26	Poland	12/10/2004	0	0.094927778	3.29	30.41
27	Poland	25/05/2005	64	5.428571429	2.55	31.65
27	Poland	25/05/2005	64	5.804761905	2.38	35.88
27	Poland	25/05/2005	64	6.293333333	2.77	31.73
27	Poland	25/05/2005	64	6.025714286	2.69	32.21
27	Poland	25/05/2005	100	5.04	2.6	33.06
27	Poland	25/05/2005	88	6.827619048	2.79	33.19
27	Poland	25/05/2005	88	5.729047619	2.66	31.55
27	Poland	25/05/2005	88	6.237142857	2.09	35.03
27	Poland	25/05/2005	88	6.332380952	2.56	35.02
27	Poland	25/05/2005	88	6.297142857	2.66	34.57
27	Poland	25/05/2005	88	5.24952381	2.5	33.31
27	Poland	25/05/2005	0	3.99952381	2.65	29.36
27	Poland	25/05/2005	0	6.495238095	2.51	34.45
27	Poland	25/05/2005	0	3.667142857	3.92	26.3
27	Poland	25/05/2005	0	3.428571429	2.4	35.16
27	Poland	25/05/2005	64	6.27	2.25	30.84
27	Poland	25/05/2005	64	5.67047619	2.41	35.92
27	Poland	25/05/2005	64	6.6	2.67	32.8
27	Poland	25/05/2005	64	6.094285714	2.89	33.93
27	Poland	25/05/2005	100	5.735714286	2.72	31.91
27	Poland	25/05/2005	88	7.7	2.25	35.58
27	Poland	25/05/2005	88	7.088095238	2.41	29.76
27	Poland	25/05/2005	88	6.257142857	2.78	30.41
27	Poland	25/05/2005	88	6.701904762	2.48	32.28
27	Poland	25/05/2005	88	5.837142857	2.64	38.04
27	Poland	25/05/2005	88	7.622857143	2.49	35.1
27	Poland	25/05/2005	0	5.100952381	2.55	29.12
27	Poland	25/05/2005	0	4.24	2.79	34.57
27	Poland	25/05/2005	0	3.642857143	4.11	24.31
27	Poland	25/05/2005	0	1.657142857	3.84	27.77
27	Poland	28/06/2005	64	1.56	2.34	25.66
27	Poland	28/06/2005	64	1.084285714	3.09	27.96
27	Poland	28/06/2005	64	0.72	2.81	26.53
27	Poland	28/06/2005	64	0.652142857	2.97	26.07
27	Poland	28/06/2005	100	0.72	2.52	26.45
27	Poland	28/06/2005	88	0.641666667	2.88	25.52
27	Poland	28/06/2005	88	0.745952381	3.01	26.19
27	Poland	28/06/2005	88	0.733571429	2.85	26.55
27	Poland	28/06/2005	88	0.82	2.68	26.86
27	Poland	28/06/2005	88	0.595238095	3.3	25.27
27	Poland	28/06/2005	88	0.546428571	2.72	27.54
27	Poland	28/06/2005	0	0.987619048	3	26.42
27	Poland	28/06/2005	0	0.633809524	3.36	25.31
27	Poland	28/06/2005	0	0.710238095	3.22	24.81
27	Poland	28/06/2005	0	0.563809524	2.94	26.72
27	Poland	28/06/2005	64	1.575	2.62	26.29
27	Poland	28/06/2005	64	0.714285714	3.33	27.06
27	Poland	28/06/2005	64	1.380952381	3.03	25.93
27	Poland	28/06/2005	64	0.728571429	2.93	28.02
27	Poland	28/06/2005	100	0.6	2.8	26.96
27	Poland	28/06/2005	88	0.639047619	2.92	26.23
27	Poland	28/06/2005	88	0.933333333	2.88	26.48
27	Poland	28/06/2005	88	0.813333333	2.72	26.66
27	Poland	28/06/2005	88	0.745952381	3.41	26.62
27	Poland	28/06/2005	88	0.749047619	3.04	27.72
27	Poland	28/06/2005	88	0.853333333	2.81	28.04
27	Poland	28/06/2005	0	1.442380952	2.99	25.42
27	Poland	28/06/2005	0	0.714285714	3.05	27.28
27	Poland	28/06/2005	0	0.710238095	3.42	26.2
27	Poland	28/06/2005	0	0.243333333	3.23	26.31
27	Poland	17/08/2005	64	4.573333333	2.84	30.21
27	Poland	17/08/2005	64	4.677619048	3.17	31.31
27	Poland	17/08/2005	64	3.96	2.99	29.8
27	Poland	17/08/2005	64	4	3.19	31.44
27	Poland	17/08/2005	100	4.285714286	2.73	31.35
27	Poland	17/08/2005	88	4.69047619	2.72	32.28
27	Poland	17/08/2005	88	4.952380952	2.78	31.65
27	Poland	17/08/2005	88	3.8	2.69	32.19
27	Poland	17/08/2005	88	4.521428571	2.69	32.13
27	Poland	17/08/2005	88	4.534285714	2.78	31.39
27	Poland	17/08/2005	88	4.18	2.85	30.55
27	Poland	17/08/2005	0	4.2	2.83	28.48
27	Poland	17/08/2005	0	4.714285714	3.31	30.89
27	Poland	17/08/2005	0	2.748571429	3.13	30.11
27	Poland	17/08/2005	0	2.483333333	2.85	32
27	Poland	17/08/2005	64	3.8	2.63	30
27	Poland	17/08/2005	64	4.361428571	2.99	31.61
27	Poland	17/08/2005	64	4.49047619	2.83	30.34
27	Poland	17/08/2005	64	3.836190476	2.86	32.54
27	Poland	17/08/2005	100	4.573333333	3.05	30.82
27	Poland	17/08/2005	88	4.19047619	2.58	30.41
27	Poland	17/08/2005	88	3.866666667	2.78	34.66
27	Poland	17/08/2005	88	3.865714286	3.35	30.58
27	Poland	17/08/2005	88	3.94	3.15	32.32
27	Poland	17/08/2005	88	5.026666667	2.74	32.62
27	Poland	17/08/2005	88	4.095238095	2.96	31.31
27	Poland	17/08/2005	0	4.115714286	3.13	29.16
27	Poland	17/08/2005	0	4.857142857	3.14	33.19
27	Poland	17/08/2005	0	2.971428571	3.3	28.6
27	Poland	17/08/2005	0	2.366666667	3.4	32.58
27	Poland	25/10/2005	64	2.80952381	2.84	27.96
27	Poland	25/10/2005	64	2.741428571	2.07	39.15
27	Poland	25/10/2005	64	1.766666667	2.83	32.09
27	Poland	25/10/2005	64	1.426666667	2.39	30.83
27	Poland	25/10/2005	100	2.057857143	2.73	29.37
27	Poland	25/10/2005	88	3.020238095	2.26	33.12
27	Poland	25/10/2005	88	1.716190476	2.63	33.43
27	Poland	25/10/2005	88	1.380952381	2.18	30.91
27	Poland	25/10/2005	88	2.687857143	2.78	30.26
27	Poland	25/10/2005	88	2.15	2.71	30.31
27	Poland	25/10/2005	88	1.866428571	2.43	30.86
27	Poland	25/10/2005	0	0.886428571	3.08	27.41
27	Poland	25/10/2005	0	3.159047619	2.57	29.4
27	Poland	25/10/2005	0	0.981666667	2.84	31.81
27	Poland	25/10/2005	0	1.505714286	2.42	37.71
27	Poland	25/10/2005	64	1.936190476	2.84	27.82
27	Poland	25/10/2005	64	2.285714286	3.06	29.11
27	Poland	25/10/2005	64	1.875714286	2.79	32.03
27	Poland	25/10/2005	64	1.858809524	2.83	30.43
27	Poland	25/10/2005	100	1.626428571	2.7	31.08
27	Poland	25/10/2005	88	1.825714286	1.92	33.55
27	Poland	25/10/2005	88	2.372380952	2.86	28.01
27	Poland	25/10/2005	88	1.45	2.49	32.57
27	Poland	25/10/2005	88	2.523809524	3.05	30.02
27	Poland	25/10/2005	88	2.179047619	3.02	29.76
27	Poland	25/10/2005	88	1.841190476	2.63	28.59
27	Poland	25/10/2005	0	2.262857143	2.83	31.55
27	Poland	25/10/2005	0	2.215714286	2.37	34.09
27	Poland	25/10/2005	0	1.987142857	2.54	30.84
27	Poland	25/10/2005	0	0.858095238	3.26	26.26
36	Wales	25/05/2004	64	3.288663821	1.3	22.18
36	Wales	25/05/2004	64	2.912881359	1.31	27.45
36	Wales	25/05/2004	64	2.575915496	1.53	23.56
36	Wales	25/05/2004	64	3.01090701	1.68	23.32
36	Wales	25/05/2004	100	3.471623711	1.44	24.77
36	Wales	25/05/2004	0	3.990707382	1.13	22.7
36	Wales	25/05/2004	0	3.334418511	1.38	29.48
36	Wales	25/05/2004	0	0.536290323	1.7	23.05
36	Wales	25/05/2004	0	1.059854093	1.53	23.42
36	Wales	25/05/2004	64	3.609227519	1.23	22.49
36	Wales	25/05/2004	64	4.505241085	1.27	25.81
36	Wales	25/05/2004	64	2.04370538	1.47	24.07
36	Wales	25/05/2004	64	2.417367453	1.58	23.87
36	Wales	25/05/2004	100	2.733155875	1.33	25.52
36	Wales	25/05/2004	0	4.429689858	1.04	24.75
36	Wales	25/05/2004	0	2.282117274	1.3	27.74
36	Wales	25/05/2004	0	1.421414822	1.33	23.52
36	Wales	25/05/2004	0	1.861273845	1.64	23.88
36	Wales	12/07/2004	64	2.736873826	1.76	23.2
36	Wales	12/07/2004	64	2.722608469	1.51	26.27
36	Wales	12/07/2004	64	3.335386828	1.39	26.79
36	Wales	12/07/2004	64	3.510507214	2.44	24.24
36	Wales	12/07/2004	100	2.77370495	2.2	24.14
36	Wales	12/07/2004	0	1.714336437	1.76	23.2
36	Wales	12/07/2004	0	1.854051916	1.51	26.27
36	Wales	12/07/2004	0	1.01428284	1.39	26.79
36	Wales	12/07/2004	0	2.851361828	2.44	24.24
36	Wales	12/07/2004	64	2.655036139	2.2	24.14
36	Wales	12/07/2004	64	2.80973257	1.81	24.49
36	Wales	12/07/2004	64	2.577312622	2.02	23.36
36	Wales	12/07/2004	64	2.352300264	2.11	25.84
36	Wales	12/07/2004	100	3.230518551	2.26	24.59
36	Wales	12/07/2004	0	1.456105051	1.24	20.73
36	Wales	12/07/2004	0	2.230046948	1.26	24.93
36	Wales	12/07/2004	0	2.564422233	2.6	24.88
36	Wales	12/07/2004	0	2.896855112	2.67	23.27
36	Wales	02/09/2004	64	2.65169	2.84	26.3
36	Wales	02/09/2004	64	1.79419	2.37	27.57
36	Wales	02/09/2004	64	3.57367	2.93	27.26
36	Wales	02/09/2004	64	2.84967	2.95	27.46
36	Wales	02/09/2004	100	2.8845	3.1	25.17
36	Wales	02/09/2004	0	0.37584	1.81	21.22
36	Wales	02/09/2004	0	1.66358	1.61	30.29
36	Wales	02/09/2004	0	2.49994	3.41	24.56
36	Wales	02/09/2004	0	2.21278	4.09	21.99
36	Wales	02/09/2004	64	2.27368	2.71	25.61
36	Wales	02/09/2004	64	2.4877	2.54	27.8
36	Wales	02/09/2004	64	2.68807	3.26	24.57
36	Wales	02/09/2004	64	2.58982	3.28	25.35
36	Wales	02/09/2004	100	3.08279	3	26.27
36	Wales	02/09/2004	0	0.43103	1.74	21.34
36	Wales	02/09/2004	0	1.08455	1.63	27.65
36	Wales	02/09/2004	0	4.09684	3.2	26.47
36	Wales	02/09/2004	0	1.9556	3.69	24.18
36	Wales	09/10/2004	64	1.35884094	3.83	22.35
36	Wales	09/10/2004	64	1.078009213	3.55	25.54
36	Wales	09/10/2004	64	1.130460552	4.07	22.61
36	Wales	09/10/2004	64	1.142524684	4.16	23.02
36	Wales	09/10/2004	100	0.91293375	4.18	24.6
36	Wales	09/10/2004	0	0.53961328	3.15	21.46
36	Wales	09/10/2004	0	0.79718012	3.62	25.74
36	Wales	09/10/2004	0	0.046333333	3.79	26.03
36	Wales	09/10/2004	0	0.714481015	4.71	23.61
36	Wales	09/10/2004	64	1.225489783	3.65	23.42
36	Wales	09/10/2004	64	1.208525664	3.71	25.5
36	Wales	09/10/2004	64	0.998190789	3.98	22.26
36	Wales	09/10/2004	64	1.051972233	4.2	24.33
36	Wales	09/10/2004	100	1.241189792	4.08	24.12
36	Wales	09/10/2004	0	0.63025834	3.2	21.32
36	Wales	09/10/2004	0	0.772770867	3.34	26.59
36	Wales	09/10/2004	0	0.013156872	3.47	25.03
36	Wales	09/10/2004	0	0.697789528	4.61	22.51
